099_01.png	485.42	260.42	472.00	260.16	455.60	263.54	410.29	267.58	396.88	265.89	381.25	268.36
099_02.png	482.16	260.16	469.53	259.38	452.73	262.89	407.29	267.19	394.79	265.50	378.00	268.10
099_03.png	479.30	259.50	465.11	259.38	450.00	262.89	404.95	267.19	390.63	265.75	376.04	268.10
099_04.png	478.25	259.77	462.24	260.29	449.22	263.54	404.56	268.23	387.89	266.54	375.00	268.36
099_05.png	478.52	259.50	459.64	260.03	448.83	262.76	404.30	267.84	385.42	266.02	375.13	267.71
099_06.png	478.91	261.07	459.64	261.46	448.18	263.28	404.69	268.23	385.55	267.84	375.13	268.49
099_07.png	478.91	261.33	462.11	261.85	449.22	263.80	404.82	268.49	388.28	267.97	375.65	269.27
099_08.png	479.17	261.98	464.84	262.11	450.26	264.58	405.99	269.14	390.36	268.23	375.91	270.18
099_09.png	479.30	261.59	468.23	262.37	451.43	264.32	407.16	268.62	393.88	267.97	377.34	270.05
099_10.png	479.82	263.02	467.58	263.02	451.04	264.06	406.77	267.97	394.14	268.23	378.64	270.70
099_11.png	478.13	262.11	464.32	262.24	450.65	263.15	406.90	267.45	391.28	267.84	378.64	269.66
099_12.png	476.82	262.89	460.81	263.15	449.09	263.93	404.95	268.62	387.76	268.88	376.82	270.57
