077_01.png	467.45	314.32	451.56	313.54	432.68	314.32	382.55	313.41	364.97	311.85	347.53	312.50
077_02.png	482.29	319.40	469.53	317.97	448.70	320.05	396.48	317.58	381.77	313.54	359.25	314.06
077_03.png	480.21	322.53	464.58	320.18	446.88	321.75	393.75	319.66	376.82	316.54	358.72	317.84
077_04.png	478.00	321.48	458.86	320.18	442.97	322.27	390.63	320.57	371.09	316.41	354.43	316.80
077_05.png	477.73	322.14	455.34	320.57	441.67	323.18	389.58	320.96	367.58	317.32	354.30	317.58
077_06.png	476.82	323.44	455.21	323.57	441.54	324.22	390.23	322.53	367.58	320.05	354.69	318.49
077_07.png	476.56	325.78	458.86	324.35	442.06	325.39	390.89	323.83	370.96	321.09	354.95	320.83
077_08.png	476.82	327.21	461.33	326.95	442.06	328.00	390.11	326.43	372.79	323.57	354.17	322.53
077_09.png	477.34	326.56	465.36	326.56	443.36	327.47	391.02	325.91	377.21	323.57	354.43	322.27
077_10.png	479.04	331.90	466.41	333.98	444.53	333.07	392.58	331.38	377.73	330.34	355.21	327.86
077_11.png	477.73	331.90	461.72	333.33	442.84	332.68	391.14	330.86	373.18	329.82	354.30	327.73
077_12.png	476.04	333.07	457.68	333.33	440.36	333.07	388.41	332.03	369.14	330.86	352.61	329.17
