061_01.png	456.38	296.22	442.45	294.79	427.86	295.05	385.68	296.48	371.36	296.61	358.72	297.39
061_02.png	458.72	295.57	447.66	294.40	430.08	295.96	388.15	296.75	375.91	295.83	359.50	296.36
061_03.png	458.72	296.22	446.09	295.05	429.82	296.88	388.67	297.39	374.35	296.22	359.50	296.48
061_04.png	457.42	297.14	442.71	295.96	428.52	297.27	386.85	297.27	371.09	296.48	358.20	297.27
061_05.png	459.38	297.66	442.45	295.96	429.56	297.27	388.41	297.27	370.31	296.61	359.89	296.48
061_06.png	460.16	298.83	442.84	297.53	430.99	297.92	388.93	298.18	371.22	297.53	360.81	297.66
061_07.png	460.81	299.48	446.75	298.31	432.55	298.18	389.58	298.44	374.48	298.18	362.50	298.31
061_08.png	462.63	300.91	450.26	300.00	434.64	299.74	392.45	299.87	378.13	299.09	364.19	299.35
061_09.png	462.24	301.30	451.69	301.30	433.98	300.91	391.54	300.91	379.56	300.39	363.15	300.26
061_10.png	461.72	303.78	451.17	303.39	433.33	302.47	391.54	302.08	378.91	302.21	362.11	302.34
061_11.png	462.89	303.39	449.09	303.39	433.98	301.82	391.54	302.08	376.95	302.61	362.50	302.61
061_12.png	462.11	304.17	447.39	303.78	433.20	302.08	391.14	302.34	375.65	303.00	363.15	302.86
