057_01.png	452.21	279.56	438.15	278.64	420.57	282.16	377.21	281.77	360.81	279.17	345.83	281.64
057_02.png	459.77	278.64	448.83	277.86	428.91	281.38	385.29	279.69	371.61	276.43	352.73	277.47
057_03.png	457.94	276.43	445.31	275.00	426.82	277.86	383.59	275.65	368.49	272.66	352.34	274.22
057_04.png	460.16	279.17	444.79	277.47	428.39	280.34	385.29	278.00	367.84	274.48	353.25	276.04
057_05.png	458.07	280.21	439.97	279.04	425.39	282.03	381.77	279.82	362.50	276.30	350.78	277.34
057_06.png	456.51	279.82	438.80	279.56	423.96	281.38	380.60	279.95	361.20	277.73	350.00	278.39
057_07.png	457.55	280.86	442.45	280.34	425.26	282.81	382.03	280.60	364.97	278.25	351.17	279.30
057_08.png	458.72	282.16	445.96	281.64	426.95	284.11	383.59	281.64	368.36	279.04	351.82	280.21
057_09.png	466.14	283.20	455.08	282.81	434.89	284.50	391.28	281.90	377.73	278.91	359.25	279.30
057_10.png	467.58	284.64	456.51	284.25	436.20	285.16	393.36	281.77	378.78	280.34	361.33	279.82
057_11.png	466.14	283.33	453.00	283.33	434.50	284.25	391.67	281.25	375.78	279.95	360.42	278.91
057_12.png	464.58	283.07	450.00	283.20	432.55	284.11	389.58	281.25	372.53	279.69	358.72	279.30
