025_01.png	422.39	231.12	411.33	229.30	396.61	232.68	359.25	233.98	347.53	230.99	332.03	233.46
025_02.png	424.35	230.34	413.02	228.52	398.96	231.77	361.20	232.55	349.35	229.69	334.50	232.94
025_03.png	424.09	231.12	410.94	229.69	398.70	232.55	360.68	233.20	347.00	230.60	333.86	233.20
025_04.png	420.18	230.47	405.47	228.91	394.01	231.77	356.51	232.68	341.80	229.95	329.30	232.42
025_05.png	418.88	231.77	402.47	229.69	392.58	232.55	354.82	233.46	337.89	231.12	327.61	232.81
025_06.png	416.80	231.77	401.30	230.47	390.63	232.42	353.00	233.20	336.59	232.16	326.69	233.46
025_07.png	417.71	232.03	404.69	230.21	392.45	232.16	355.21	232.81	340.63	231.38	329.30	234.25
025_08.png	418.75	232.03	405.86	230.99	392.58	232.68	355.21	233.33	341.93	231.90	328.78	233.86
025_09.png	419.79	231.64	408.86	230.86	393.75	232.55	356.38	233.20	344.27	231.77	329.69	233.72
025_10.png	422.27	227.34	411.72	226.30	396.88	227.34	359.50	228.25	347.79	227.73	332.81	228.91
025_11.png	409.89	229.69	398.05	229.17	384.25	230.47	346.88	232.55	333.72	232.29	321.09	234.50
025_12.png	412.63	230.99	400.26	229.95	387.50	231.64	350.52	232.94	335.55	232.81	323.96	234.25
